operation_id	path	visibility	lane	mutation	output	positionals	flags	aliases	legacy_path	removed_successor
yai.graph.fanout	graph fanout	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--node", "repeatable": false, "required": true, "value_name": "NODE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--edge-kind", "repeatable": false, "required": false, "value_name": "KIND"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--limit", "repeatable": false, "required": false, "value_name": "N"}]	[]	graph fanout	-
yai.graph.fanin	graph fanin	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--node", "repeatable": false, "required": true, "value_name": "NODE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--edge-kind", "repeatable": false, "required": false, "value_name": "KIND"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--limit", "repeatable": false, "required": false, "value_name": "N"}]	[]	graph fanin	-
yai.graph.neighborhood	graph neighborhood	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--node", "repeatable": false, "required": true, "value_name": "NODE"}, {"aliases": [], "choices": ["1", "2"], "legacy_name": null, "name": "--depth", "repeatable": false, "required": false, "value_name": "VALUE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--limit", "repeatable": false, "required": false, "value_name": "N"}]	[]	graph neighborhood	-
yai.graph.path	graph path	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--from", "repeatable": false, "required": true, "value_name": "NODE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--to", "repeatable": false, "required": true, "value_name": "NODE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--max-depth", "repeatable": false, "required": false, "value_name": "N"}]	[]	graph path	-
yai.facts.status	facts status	plumbing	inspection	read_only	plain_compat	[]	[]	[]	facts status	-
yai.facts.schema	facts schema	plumbing	inspection	read_only	plain_compat	[]	[]	[]	facts schema	-
yai.facts.init	facts init	plumbing	inspection	mutating	plain_compat	[]	[]	[]	facts init	-
yai.facts.extract	facts extract	plumbing	inspection	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": ["receipt", "decision", "projection", "model_behavior", "policy_outcome", "carrier_outcome", "divergence", "memory_quality", "core", "behavior", "operational", "all"], "legacy_name": null, "name": "--kind", "repeatable": false, "required": true, "value_name": "VALUE"}]	[]	facts extract	-
yai.facts.summary	facts summary	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}]	[]	facts summary	-
yai.facts.report	facts report	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": ["receipts", "decisions", "projections", "policy", "carriers", "divergence", "memory", "model"], "legacy_name": null, "name": "--section", "repeatable": false, "required": false, "value_name": "VALUE"}, {"aliases": [], "choices": ["plain"], "legacy_name": null, "name": "--format", "repeatable": false, "required": false, "value_name": "VALUE"}]	[]	facts report	-
yai.memory.summary	memory summary	compatibility	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--journal", "repeatable": false, "required": true, "value_name": "FILE"}]	[]	memory summary	-
yai.memory.rebuild	memory rebuild	plumbing	inspection	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--dry-run", "repeatable": false, "required": false, "value_name": null}]	[]	memory rebuild	-
yai.memory.clear	memory clear	plumbing	inspection	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}]	[]	memory clear	-
yai.memory.list	memory list	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--include-superseded", "repeatable": false, "required": false, "value_name": null}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--limit", "repeatable": false, "required": false, "value_name": "N"}]	[]	memory list	-
yai.memory.show	memory show	plumbing	inspection	read_only	plain_compat	[{"choices": [], "legacy_flag": null, "name": "memory", "required": true}]	[]	[]	memory show	-
yai.memory.provenance	memory provenance	plumbing	inspection	read_only	plain_compat	[{"choices": [], "legacy_flag": null, "name": "memory", "required": true}]	[]	[]	memory provenance	-
yai.memory.retrieve	memory retrieve	plumbing	inspection	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--case", "repeatable": false, "required": true, "value_name": "CASE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--participant", "repeatable": false, "required": true, "value_name": "PARTICIPANT"}, {"aliases": [], "choices": ["conversation", "filesystem_write_proposal", "effect_consequence", "inspection"], "legacy_name": null, "name": "--purpose", "repeatable": false, "required": true, "value_name": "VALUE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--resource", "repeatable": false, "required": false, "value_name": "RESOURCE"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--kind", "repeatable": false, "required": false, "value_name": "KIND"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--causal-ref", "repeatable": false, "required": false, "value_name": "REF"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--include-superseded", "repeatable": false, "required": false, "value_name": null}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--limit", "repeatable": false, "required": false, "value_name": "N"}]	[]	memory retrieve	-
yai.daemon.status	daemon status	compatibility	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}]	[]	daemon status	-
yai.daemon.info	daemon info	compatibility	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}]	[]	daemon info	-
yai.daemon.shutdown	daemon shutdown	compatibility	compatibility	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}]	[]	daemon shutdown	-
yai.daemon.run_minimum_loop	daemon run-minimum-loop	compatibility	compatibility	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}]	[]	daemon run-minimum-loop	-
yai.daemon.run_filesystem_loop	daemon run-filesystem-loop	compatibility	compatibility	mutating	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}]	[]	daemon run-filesystem-loop	-
yai.daemon.journal_summary	daemon journal-summary	compatibility	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--journal", "repeatable": false, "required": true, "value_name": "FILE"}]	[]	daemon journal-summary	-
yai.daemon.projection_summary	daemon projection-summary	compatibility	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--socket", "repeatable": false, "required": true, "value_name": "SOCKET"}, {"aliases": [], "choices": [], "legacy_name": null, "name": "--journal", "repeatable": false, "required": true, "value_name": "FILE"}]	[]	daemon projection-summary	-
yai.removed.observe_process	observe process	removed	compatibility	read_only	plain_compat	[]	[{"aliases": [], "choices": [], "legacy_name": null, "name": "--pid", "repeatable": false, "required": true, "value_name": "PID"}]	[]	-	process observe
